ETR
354
355
357
359
361
363
366
369
371
374
377
380
383
387
390
394
397
401
405
409
413
418
422
427
432
436
441
406
410
415
420
425
430
435
440
445
450
418
423
428
433
439
444
449
455
460
466
471
477
482
488
494
499
505
511
517
523
529
534
541
546
553
559
565
571
577
583
589
595
601
607
613
619
625
631
637
594
599
605
610
616
621
627
632
637
643
648
653
658
664
669
674
679
684
689
694
699
703
708
713
717
722
727
731
735
740
744
749
753
757
761
765
769
773
777
780
784
788
791
795
798
802
805
808
811
814
817
820
823
825
828
830
833
835
837
840
842
844
846
848
850
852
854
855
857
858
860
861
863
864
865
866
868
868
869
870
871
872
872
873
874
874
874
875
875
875
875
875
876
875
875
875
875
874
874
874
873
873
872
872
871
870
869
868
867
866
865
864
863
862
860
859
857
856
854
853
851
849
847
845
844
841
839
837
835
833
830
828
826
823
820
818
815
812
809
807
804
801
797
794
791
788
784
781
778
774
770
767
763
759
755
752
748
744
739
735
731
727
723
718
714
709
705
700
696
691
686
682
677
672
667
662
657
652
647
642
637
632
626
621
616
610
605
600
595
589
584
578
573
568
562
557
551
546
541
535
530
524
519
514
508
503
539
533
528
522
516
511
505
499
494
488
483
520
515
509
503
497
491
486
480
475
469
464
458
453
448
443
437
433
428
423
418
413
409
404
400
395
391
387
383
379
375
371
368
364
361
358
354
351
348
345
343
374
371
368
366
364
361
359
357
355
353
352
351
349
348
347
346
346
345
345
344
344
344
344
344
345
345
346
347
348
349
350
352
